text,label,style
"I go to audiologist, she check hearing and help with my hearing machine",Audiologist Services,esl_speaker
transport wheelchair not self propelled,Transport Wheelchair,partial_turn2
"the doctor make special brace for my foot and ankle, it is custom only for me, go from foot to below knee","Brace, AFO/KAFO (Custom)",esl_speaker
Which category for a skin prick or scratch test for allergies?,Scratch Test for Allergies,question
"URINAL not a commode, the bottle type for use in bed",Urinal (purchase),natural_diverse
walking cane,"Cane, standard",vague_turn1
Where do I claim services from a certified audiologist?,Audiologist Services,question
"I'm diabetic so my doctor said I need regular foot care from a chiropodist, she trimmed my nails and treated a callus",Chiropody (Foot Care) Treatment,storyteller
OTHER medical item not covered by specific categories listed,Other medical items,natural_diverse
attaches to existing toilet,Raised Toilet seat (purchase),partial_turn2
How do I submit a claim under the provincial replacement plan?,Provincial Replacement Plan,question
"the really firm kind and over knee stocking, is this under compression or medical item","Compression Stockings, knee length (30 mmhg & over)",natural_diverse
for taking to appointments,Transport Wheelchair,partial_turn2
I buy the knee sock with compression number 15 to 19 for my leg problem,"Compression Stockings, knee length (15-19 mmhg)",esl_speaker
the ones fitted at the clinic,"Compression Stockings, custom, any length",vague_turn1
walker | has wheels and a seat,Walker - with wheels (purchase),progressive
Claiming specific IgE serum allergy testing panel for environmental and food allergen identification,Blood test for Allergies (IG test not eligible),detailed_clinical
rolling commode,Wheeled Commode (purchase),vague_turn1
"sends data to the receiver, it's separate from the sensor",Glucose Monitoring System Transmitter,partial_turn2
had a full hearing evaluation with an audiologist at the Ottawa Audiology Clinic,Audiologist Services,brand_specific
vitamin D test | blood drawn | doctor suspected deficiency,Vitamin D Test,progressive
"colon cancer screening colonoscopy, gastroenterologist did it",Colonoscopy,natural_diverse
thigh high compression medium firm,"Compression Stockings, thigh/full (15-19 mmhg)",natural_diverse
they put me in a soundproof room and played beeps to test my hearing,Audiometric Exam,confused_student
I was just diagnosed with diabetes and my pharmacist helped me pick out a basic blood sugar meter that uses finger pricks,Blood glucose meter,storyteller
insulin pump wearable device,Insulin infusion pump,natural_diverse
claiming insulin pen injector for my mother's insulin therapy,Insulin Pen Injector,natural_diverse
the cane with four feet at the bottom for better balance,Quad Cane (purchase),natural_diverse
cast,"Cast, fiberglass",vague_turn1
osteopathic treatment | not chiropractic | for my hip pain,Osteopath,progressive
What's the right category for knee-length compression stockings at 30 mmHg or higher?,"Compression Stockings, knee length (30 mmhg & over)",question
ear cleaning at hearing clinic,Other hearing services,partial_turn2
toilet seat riser | attaches to toilet | after my hip replacement,Raised Toilet seat (purchase),progressive
cold therapy wrap,Cold Therapy - Re-usable Items (purchase),partial_turn2
submitting for shower bench we bought after my surgery,Bath Bench/Chair (purchase),natural_diverse
the medela pump,Breast Pump (purchase),partial_turn2
has her MSW,Social Worker (Masters level),partial_turn2
"orthotist made a brace for my LEFT knee specifically, custom measured","Brace, left knee (Custom)",natural_diverse
I went to someone who cracked my back and adjusted my spine,Chiropractic,confused_student
rolling toilet chair,Wheeled Commode (purchase),partial_turn2
purchased a transport chair for my elderly mother's outings,Transport Wheelchair,natural_diverse
going for acupuncture needles in my back and neck for the muscle tension,Acupuncture,natural_diverse
mammogram,Mammogram,vague_turn1
authorized cannabis | doctor gave me the authorization | licensed producer,Medical Cannabis,progressive
"MASTECTOMY BRA not regular, specifically designed post surgery",Mastectomy bra,natural_diverse
getting thigh-high 15 mmhg compression stockings for my pregnant wife,"Compression Stockings, thigh/full (15-19 mmhg)",parent_or_dependent
physio appointment | injury recovery | post surgical rehab,Physiotherapy,progressive
submitting for quad cane for my mother after her stroke,Quad Cane (purchase),natural_diverse
"chipped my tooth in an accident, dentist fixed it, is this covered",Dental Accident,natural_diverse
"the armpit ones, a pair","Crutches, pair",partial_turn2
"footless, just goes up the leg","Compression Calf Sleeves/Tights (footless), any length",partial_turn2
safety rails for the mattress,Bed Rails (purchase),partial_turn2
the frame around the toilet,Versa Frame (purchase),vague_turn1
special shoes,Orthopaedic or custom made shoes,vague_turn1
"elbow crutch, permanent use",Forearm Crutch (purchase),partial_turn2
submitting for x-ray i paid for at a private clinic,X-Ray,natural_diverse
Filing for skilled in-home personal support worker services for post-operative activities of daily living assistance,In Home Support Services,detailed_clinical
"went to get fitted, they made compresion stokings just for my legs specificaly","Compression Stockings, custom, any length",natural_diverse
"this is the TRANSMITTER not the sensor, the part that sends data to receiver",Glucose Monitoring System Transmitter,natural_diverse
wheeled commode,Wheeled Commode (purchase),vague_turn1
I see someone who helps me talk better after my stroke,Speech Therapy,confused_student
stoma supplies,Ostomy,vague_turn1
raised toilet seat purchase,Raised Toilet seat (purchase),natural_diverse
Claiming a gadolinium-enhanced MRI of the lumbar spine for intervertebral disc herniation evaluation,MRI (Magnetic Resonance Imaging),detailed_clinical
MASSAGE THERAPY by a registered registered massage therapist not spa massage,Massage,natural_diverse
post surgery bra,Mastectomy bra,vague_turn1
booked my wife's sessions with a dietitian through Revive Wellness for postpartum nutrition,Dietitian Services,parent_or_dependent
tuberculosis test,TB Test/Mantoux,vague_turn1
"I filed under 'Psychologist' but my therapist is a registered psychotherapist, not a psychologist",Psychotherapist,wrong_guess
wide base cane,Quad Cane (purchase),vague_turn1
peak flow meter asthma monitoring,Peak Flow Meter,natural_diverse
"speech language therapy for my stroke recovery, relearning to speak",Speech Therapy,natural_diverse
custom foot orthotics prescription,Custom made foot orthotics,natural_diverse
"IV STAND not a hospital item, bought for home use during infusion",IV Stand (purchase),natural_diverse
stationary commode not wheeled,Stationary Commode (purchase),partial_turn2
purchased a Drive Medical adjustable IV pole for my husband's home IV therapy,IV Stand (purchase),brand_specific
custom made for my left knee,"Brace, left knee (Custom)",partial_turn2
strong compression stockings,"Compression Stockings, thigh/full (30 mmhg & over)",vague_turn1
social worker,Social Worker (Masters level),vague_turn1
"these are NOT custom, just regular off-the-shelf shoe inserts, don't know why the categories make it so confusing",Standard foot orthotics or shoe inserts,complaint
unusual test not in categories,Other laboratory and diagnostic tests,partial_turn2
physio told me to get this pillow,Cervical Pillow,partial_turn2
submitting for hearing related service not in the main categories,Other hearing services,natural_diverse
"MRI scan done privately, doctor referred me but list too long",MRI (Magnetic Resonance Imaging),natural_diverse
"I go for therapy but my therapist is not psychologist or social worker, she do different type, art therapy",Other mental health services,esl_speaker
"private diagnostic ultrasound, couldn't wait for public referral",Ultrasound,natural_diverse
had custom orthopedic shoes made by P.W. Minor through my pedorthist at SoleFit,Orthopaedic or custom made shoes,brand_specific
manual insulin gun device,Insulin Gun (manual),terse
"toric contact lenses for my astigmatism, prescription required",Prescription Contacts,natural_diverse
"freestyle libre sensors monthly, the round patches on my arm",Glucose Monitoring System Supplies/Sensors,natural_diverse
glasses,Prescription Glasses,vague_turn1
seeing a social worker | she has a BSW not MSW,Social Worker (Bachelors),progressive
My optometrist noticed something during my exam and ordered a retinal OCT scan and visual field test to check for early glaucoma,Diagnostic Vision Test,storyteller
Where do I file a claim for a walker that has wheels and a seat?,Walker - with wheels (purchase),question
shoe inserts,Standard foot orthotics or shoe inserts,vague_turn1
purchased a Medline Guardian toilet safety frame from Medical Mart,Versa Frame (purchase),brand_specific
mobility thing | the simple kind | no wheels just a frame,Walker - non wheeled (purchase),progressive
PSA screening annual,PSA Test (Prostate Specific Antigen),partial_turn2
I got little devices that go in my ears to help me hear better,Hearing Aids,confused_student
muscle stimulator,"Stimulator, muscle/nerve (TENS)",vague_turn1
"my shoe is change by foot doctor, he add special part inside, not new shoe, just change old shoe",Other foot care services (i.e. orthopedic shoe modification),esl_speaker
the walking support thing,Walker - non wheeled (purchase),vague_turn1
